lat_values,lng_values,city,country,Temp,Humidity,Cloudiness,Wind Speed,Lat,Longitude
-34.25475319589844,-71.81960328361463,santa cruz,cl,77,33,0,10.29,-34.63,-71.37
-6.583000508771846,-164.03704940150857,samusu,ws,53.6,87,0,3.89,37.75,26.98
-29.122031535005824,177.96740652807,russell,nz,64.72,72,48,4.27,-35.28,174.09
38.59017403567188,-28.421180410468224,horta,pt,66.2,82,75,16.11,38.53,-28.63
-18.041622887124504,-57.367180578309586,puerto quijarro,bo,91.59,50,12,9.31,-17.78,-57.77
63.47644746649729,28.011425792914338,siilinjarvi,fi,30.2,74,90,11.41,63.08,27.67
-1.9386635513853179,59.848508652758824,victoria,sc,80.6,88,40,8.05,-4.62,55.45
48.47743825023181,18.55152221476567,nova bana,sk,46.56,87,40,4.7,48.42,18.64
48.320750112701035,-114.48961417922396,whitefish,us,50,59,1,3.36,48.41,-114.34
31.286902948988924,163.45999121128523,sentyabrskiy,ru,25.8,90,76,7.07,60.75,72.86
27.318378621307232,97.96075201641622,tezu,in,55.41,80,0,1.54,27.92,96.17
-20.73837352076079,177.09661516090853,isangel,vu,76.74,100,24,10.27,-19.55,169.27
86.41084806968738,104.12822275957484,khatanga,ru,5.82,82,76,14.41,71.97,102.5
59.431478698450576,-151.06217855189973,homer,us,49.14,81,75,17.22,59.64,-151.55
45.91175248178766,52.101628111908354,balykshi,kz,29.13,98,76,5.84,57.02,28.91
27.23697157814759,101.20638228974786,panzhihua,cn,44.92,84,12,1.81,26.59,101.71
64.03921471897416,30.429277230967415,kostomuksha,ru,29.44,95,80,9.42,64.57,30.58
69.7721640430479,-124.98582180173983,norman wells,ca,30.2,80,75,2.24,65.28,-126.83
-18.056441600338417,14.137172223733131,opuwo,na,62.7,39,0,4.38,-18.06,13.84
20.241309073401325,-154.90021906338367,hilo,us,69.4,83,90,10.29,19.73,-155.09
76.94380347458934,41.6734143272609,ostrovnoy,ru,23.82,86,56,21.68,68.05,39.51
59.6484931730229,-57.92316782562081,maniitsoq,gl,30.48,100,68,1.77,65.42,-52.9
20.63783557312813,94.62583337756263,yenangyaung,mm,72.42,90,20,1.48,20.47,94.88
-16.799887021317446,164.03436884201454,luganville,vu,78.04,100,88,8.59,-15.53,167.17
-40.60439287123732,174.72832816098628,te horo,nz,54.64,75,32,8.37,-39.48,175.67
-21.128066079906375,-91.98415111895147,pisco,pe,68,77,0,10.29,-13.7,-76.22
15.52109174508135,123.08548394063519,jomalig,ph,77.19,100,88,3.89,14.71,122.37
24.45914764640247,48.090595523135676,riyadh,sa,69.8,32,0,4.12,24.69,46.72
21.233111389152413,-105.90102709576985,san blas,mx,82.4,51,20,5.82,21.52,-105.27
-0.22053540497074664,64.88739389945673,thinadhoo,mv,83.35,100,32,8.41,0.53,72.93
20.610281560919447,70.64914855177193,kodinar,in,67.2,88,0,2.77,20.79,70.7
2.436314599706037,137.59953971194864,biak,id,78.18,100,20,1.7,-1.88,136.23
-43.23902278118819,135.11861888549237,mount gambier,au,54.6,86,92,4,-37.83,140.77
57.423235156178634,126.07577675230334,lebedinyy,ru,14.1,70,64,2.48,58.52,125.52
-1.917246342435817,-76.88616275841521,palora,ec,71.25,82,48,3.11,-1.7,-77.93
32.865833928086445,-110.20677797389986,safford,us,78.8,14,1,8.05,32.83,-109.71
-16.176119112074943,-24.6043052628998,maragogi,br,76.65,90,92,9.08,-9.01,-35.22
28.86435328360315,31.037810689653384,beba,eg,61.57,42,0,7.4,28.92,30.85
31.26974573174809,14.146720755405397,bani walid,ly,54.19,80,0,6.29,31.76,13.99
19.944127965717627,102.351692271594,luang prabang,la,81.34,58,0,8.05,13.72,100.78
82.97467654568393,127.20441862635533,tiksi,ru,6.67,77,20,14.29,71.69,128.87
49.794637682682946,115.63614679231938,nizhniy tsasuchey,ru,21.3,43,20,19.55,50.52,115.13
-4.685878559339102,-174.7990801909969,vaitupu,wf,88.75,58,75,11.41,-17.8,-63.17
-25.00362710082723,53.534146549905245,saint-pierre,re,71.6,64,0,4.7,-21.34,55.48
34.05717203755671,39.084845423941516,abu kamal,sy,,,,,,
48.513239297480084,104.1874359984306,erdenet,mn,10.9,63,0,5.23,49.03,104.08
89.35159715894804,87.55580448259013,dikson,ru,20.62,100,24,18.59,73.51,80.55
80.69945427412816,-62.432064232529115,narsaq,gl,35.6,93,75,1.77,60.92,-46.05
-38.402046934729704,178.61978629442973,tolaga bay,nz,54.87,100,92,14.18,-38.37,178.3
-36.32096931402899,44.84243897280268,tsihombe,mg,69.04,98,44,3.27,-25.3,45.48
-46.83926696130036,-61.38270025274899,rawson,ar,63.55,59,0,16.2,-43.3,-65.1
30.244217326786966,10.321630424656547,nalut,ly,54.82,81,0,6.58,31.87,10.98
59.78685966637656,10.10723105494165,drammen,no,47.28,70,88,8.05,59.74,10.2
43.76164311231105,0.4939427358960984,auch,fr,54.54,93,0,3.36,43.65,0.58
-34.457977508445765,131.45619772686263,flinders,au,57.2,100,20,5.82,-34.58,150.86
-6.260191670650428,-51.92390171630174,sao felix do xingu,br,76.38,91,88,2.33,-6.64,-51.99
-1.6627475596267232,122.18449657076098,luwuk,id,75.34,100,12,2.89,-0.95,122.79
23.562799580754046,21.15207750526696,jalu,ly,61.17,86,0,8.3,29.03,21.55
45.48404333128025,-3.6183218578560172,santander,es,62.6,93,75,1.12,43.46,-3.8
21.560398937420274,0.44823943769625885,tessalit,ml,72.87,24,0,10.65,20.2,1.01
31.058265613208732,-153.45180313378,kailua,us,80.55,79,40,5.82,21.4,-157.74
-7.394993892107394,-151.12419933199394,faanui,pf,79.53,100,56,14.9,-16.48,-151.75
-13.129175308036352,21.16746070508583,lumeje,ao,66.03,92,76,6.13,-11.55,20.78
6.485085361820907,120.19335822183865,simbahan,ph,82.59,100,8,6.51,6.3,120.58
-16.858877529328055,-166.2399343755356,alofi,nu,78.8,69,75,16.11,-19.06,-169.92
-3.3273634186549685,142.03973348047919,aitape,pg,79.44,100,68,5.35,-3.14,142.35
76.6516299758527,-170.49430385253038,lavrentiya,ru,33.18,100,76,22.24,65.58,-171
66.49864554286202,0.012894485767304786,brae,gb,51.03,81,92,39.15,60.4,-1.35
-23.734557097826595,17.41825793295996,rehoboth,na,66.93,24,44,5.91,-23.32,17.08
24.392718350375972,-131.85951509429705,lompoc,us,74.66,64,1,11.41,34.64,-120.46
62.83592804941986,59.34774557662783,polunochnoye,ru,20.35,77,80,3.11,60.87,60.42
49.51398674670219,137.27621879929086,troitskoye,ru,15.99,78,8,2.55,52.98,84.68
54.01122457742079,-69.81764113849864,port-cartier,ca,44.6,87,75,11.41,50.03,-66.87
-5.428665554330578,115.6825026324696,martapura,id,75.2,100,90,3.36,-3.42,114.85
69.62811013539931,43.2598831147763,kamenka,ru,38.8,96,88,9.15,51.32,42.77
41.985670320383974,72.89079789460013,toktogul,kg,22.38,79,76,1.1,41.87,72.94
-7.6108225957814994,151.35561643928753,kandrian,pg,76.83,94,36,2.71,-6.22,149.55
-6.929166154170133,95.64145926251967,bengkulu,id,77.95,100,64,4.83,-3.8,102.27
-75.07130382690605,179.43324575247368,kaitangata,nz,53.07,78,0,4.27,-46.23,169.75
-30.464108535975804,151.8520145509097,armidale,au,55.72,93,0,3.6,-30.52,151.65
-5.908732418680117,37.14216006604718,gairo,tz,63.51,96,0,4.5,-6.15,36.87
71.97417971736587,82.11509188883315,karaul,ru,15.09,92,20,3.71,58.31,48.35
-14.636100247526443,177.87272522272133,asau,tv,77,94,90,20.8,-8.52,179.13
62.57243678539518,33.05989394871696,porosozero,ru,25.17,100,68,6.35,62.72,32.73
13.173531833410436,-10.393061503078172,bafoulabe,ml,80.88,60,0,3.6,13.81,-10.83
-38.10339179110762,144.34485235341845,geelong,au,59,72,90,17.22,-38.15,144.36
10.406858901500783,-106.95887254804984,coahuayana,mx,82.4,51,5,5.82,18.73,-103.68
29.840105289141377,132.56859255324764,kushima,jp,75.03,100,100,33.91,31.46,131.23
-3.934797891218423,-26.742077205955212,cabedelo,br,78.8,78,20,11.41,-6.98,-34.83
18.617311215580486,-8.60897840515122,nioro,ml,85.29,19,0,9.64,15.24,-9.59
44.5564721275247,70.25297532309855,zhanatas,kz,52.71,70,92,12.77,43.57,69.75
-24.042870977477037,25.774862955917058,molepolole,bw,71.6,60,0,13.87,-24.41,25.5
35.22529189541979,94.82703088580206,yumen,cn,22.56,67,0,6.91,40.28,97.2
72.48152293080014,71.72929853100845,yar-sale,ru,17.34,84,80,4.38,66.83,70.83
7.855210277515084,-80.73826447677752,ocu,pa,80.74,84,56,7.74,7.95,-80.78
45.66733907690937,98.99704845954642,hovd,mn,10.77,74,0,2.48,48.01,91.64
18.008676505544926,101.28397004419656,loei,th,66.52,90,8,4.23,17.49,101.73
31.76123706463102,-25.076352118294608,vila franca do campo,pt,68.28,100,92,23.91,37.72,-25.43
-10.66871230448021,5.420993023862991,luanda,ao,78.8,78,75,8.05,-8.84,13.23
